SourceFile,ClassName,LineNumber,BaseClass,PhysicsType,MethodSignature
source16.cpp,DynamicVacuumTerm,87,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source16.cpp,QuantumCouplingTerm,116,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source16.cpp,StarbirthTapestry,149,standalone,stellar,
source17.cpp,DynamicVacuumTerm,86,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source17.cpp,QuantumCouplingTerm,115,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source17.cpp,Westerlund2,148,standalone,gravity,
source18.cpp,DynamicVacuumTerm,87,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source18.cpp,QuantumCouplingTerm,116,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source18.cpp,PillarsOfCreation,149,standalone,gravity,
source19.cpp,DynamicVacuumTerm,86,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source19.cpp,QuantumCouplingTerm,115,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source19.cpp,RingsOfRelativity,148,standalone,gravity,
source20.cpp,DynamicVacuumTerm,86,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source20.cpp,QuantumCouplingTerm,115,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source20.cpp,GalaxyNGC2525,148,standalone,galactic,
source21.cpp,DynamicVacuumTerm,87,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source21.cpp,QuantumCouplingTerm,116,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source21.cpp,NGC3603,149,standalone,galactic,
source22.cpp,DynamicVacuumTerm,86,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source22.cpp,QuantumCouplingTerm,115,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source22.cpp,BubbleNebula,148,standalone,stellar,
source23.cpp,DynamicVacuumTerm,88,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source23.cpp,QuantumCouplingTerm,117,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source23.cpp,AntennaeGalaxies,150,standalone,gravity,
source24.cpp,DynamicVacuumTerm,86,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source24.cpp,QuantumCouplingTerm,115,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source24.cpp,HorseheadNebula,148,standalone,stellar,
source25.cpp,DynamicVacuumTerm,87,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source25.cpp,QuantumCouplingTerm,116,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source25.cpp,NGC1275,149,standalone,galactic,
source26.cpp,DynamicVacuumTerm,87,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source26.cpp,QuantumCouplingTerm,116,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source26.cpp,HUDFGalaxies,149,standalone,gravity,
source27.cpp,DynamicVacuumTerm,87,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source27.cpp,QuantumCouplingTerm,116,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source27.cpp,GalaxyNGC1792,149,standalone,galactic,
source28.cpp,DynamicVacuumTerm,64,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source28.cpp,QuantumCouplingTerm,93,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source28.cpp,AndromedaUQFFModule,126,standalone,galactic,double computeQuantumTerm(double t_Hubble_val)
source29.cpp,DynamicVacuumTerm,65,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source29.cpp,QuantumCouplingTerm,94,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source29.cpp,SombreroUQFFModule,127,standalone,unified,double computeQuantumTerm(double t_Hubble_val)
source30.cpp,DynamicVacuumTerm,65,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source30.cpp,QuantumCouplingTerm,94,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source30.cpp,SaturnUQFFModule,127,standalone,unified,double computeQuantumTerm(double t_Hubble_val)
source31.cpp,DynamicVacuumTerm,66,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source31.cpp,QuantumCouplingTerm,95,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source31.cpp,M16UQFFModule,128,standalone,unified,double computeQuantumTerm(double t_Hubble_val)
source32.cpp,DynamicVacuumTerm,66,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source32.cpp,QuantumCouplingTerm,95,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source32.cpp,CrabUQFFModule,128,standalone,unified,double computeQuantumTerm(double t_Hubble_val)
source33.cpp,DynamicVacuumTerm,66,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source33.cpp,QuantumCouplingTerm,95,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source33.cpp,SGR1745UQFFModule,128,standalone,unified,double computeQuantumTerm(double t_Hubble_val)
source34.cpp,DynamicVacuumTerm,62,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source34.cpp,QuantumCouplingTerm,91,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source34.cpp,SGR1745UQFFModule,124,standalone,unified,double computeDPMTerm()
source35.cpp,DynamicVacuumTerm,62,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source35.cpp,QuantumCouplingTerm,91,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source35.cpp,SgrA_UQFFModule,124,standalone,unified,double computeDPMTerm()
source36.cpp,DynamicVacuumTerm,62,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source36.cpp,QuantumCouplingTerm,91,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source36.cpp,TapestryUQFFModule,124,standalone,unified,double computeDPMTerm()
source37.cpp,DynamicVacuumTerm,63,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source37.cpp,QuantumCouplingTerm,92,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source37.cpp,ResonanceSuperconductiveUQFFModule,125,standalone,resonance,double computeDPMResTerm()
source38.cpp,DynamicVacuumTerm,62,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source38.cpp,QuantumCouplingTerm,91,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source38.cpp,CompressedResonanceUQFFModule,124,standalone,gravity,double computeCompressedTerm()
source39.cpp,DynamicVacuumTerm,62,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source39.cpp,QuantumCouplingTerm,91,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source39.cpp,CrabResonanceUQFFModule,124,standalone,resonance,double computeDPMResTerm()
source40.cpp,DynamicVacuumTerm,62,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source40.cpp,QuantumCouplingTerm,91,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source40.cpp,CompressedResonanceUQFF24Module,124,standalone,gravity,double computeCompressedTerm()
source41.cpp,DynamicVacuumTerm,61,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source41.cpp,QuantumCouplingTerm,90,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source41.cpp,UniverseDiameterUQFFModule,123,standalone,cosmological,double computeQuantumTerm(double t_Hubble_val)
source42.cpp,DynamicVacuumTerm,62,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source42.cpp,QuantumCouplingTerm,91,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source42.cpp,HydrogenAtomUQFFModule,124,standalone,nuclear,double computeQuantumTerm(double t_Hubble_val)
source43.cpp,DynamicVacuumTerm,62,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source43.cpp,QuantumCouplingTerm,91,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source43.cpp,HydrogenPToEResonanceUQFFModule,124,standalone,nuclear,double computeDPMResTerm()
source44.cpp,DynamicVacuumTerm,62,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source44.cpp,QuantumCouplingTerm,91,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source44.cpp,LagoonUQFFModule,124,standalone,unified,double computeQuantumTerm(double t_Hubble_val)
source45.cpp,DynamicVacuumTerm,62,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source45.cpp,QuantumCouplingTerm,91,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source45.cpp,SpiralSupernovaeUQFFModule,124,standalone,galactic,double computeQuantumTerm(double t_Hubble_val)
source46.cpp,DynamicVacuumTerm,62,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source46.cpp,QuantumCouplingTerm,91,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source46.cpp,NGC6302UQFFModule,124,standalone,galactic,double computeQuantumTerm(double t_Hubble_val)
source47.cpp,DynamicVacuumTerm,62,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source47.cpp,QuantumCouplingTerm,91,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source47.cpp,NGC6302ResonanceUQFFModule,124,standalone,resonance,double computeDPMTerm()
source48.cpp,DynamicVacuumTerm,61,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source48.cpp,QuantumCouplingTerm,90,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source48.cpp,OrionUQFFModule,123,standalone,stellar,double computeQuantumTerm(double t_Hubble_val)
source49.cpp,DynamicVacuumTerm,61,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source49.cpp,QuantumCouplingTerm,90,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source49.cpp,CompressedResonanceUQFF34Module,123,standalone,gravity,double computeCompressedTerm()
source52.cpp,DynamicVacuumTerm,62,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source52.cpp,QuantumCouplingTerm,91,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source52.cpp,MultiUQFFModule,124,standalone,unified,double computeHz()
source54.cpp,DynamicVacuumTerm,61,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source54.cpp,QuantumCouplingTerm,90,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source54.cpp,YoungStarsOutflowsUQFFModule,123,standalone,stellar,double computeQuantumTerm(double t_Hubble_val)
source56.cpp,DynamicVacuumTerm,61,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source56.cpp,QuantumCouplingTerm,90,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source56.cpp,BigBangGravityUQFFModule,123,standalone,gravity,double computeQuantumTerm(double t_Hubble_val)
source57.cpp,DynamicVacuumTerm,62,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source57.cpp,QuantumCouplingTerm,91,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source57.cpp,MultiCompressedUQFFModule,124,standalone,gravity,double computeHtz(double z)
source60.cpp,DynamicVacuumTerm,62,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source60.cpp,QuantumCouplingTerm,91,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source60.cpp,MultiUQFFCompressionModule,124,standalone,gravity,double computeHtz(double z)
source64.cpp,DynamicVacuumTerm,62,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source64.cpp,QuantumCouplingTerm,91,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source64.cpp,BatchType,124,standalone,gravity,double computeTminus(double t_n)
source64.cpp,UFEOrbModule,135,standalone,gravity,double computeTminus(double t_n)
source65.cpp,DynamicVacuumTerm,62,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source65.cpp,QuantumCouplingTerm,91,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source65.cpp,SystemType,124,standalone,gravity,"double computeNonLocalTerm(double t, int n26)"
source65.cpp,NebularUQFFModule,134,standalone,stellar,"double computeNonLocalTerm(double t, int n26)"
source66.cpp,DynamicVacuumTerm,61,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source66.cpp,QuantumCouplingTerm,90,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source66.cpp,SystemType,123,standalone,nuclear,"double computeNonLocalExp(double t, int n26)"
source66.cpp,RedDwarfUQFFModule,135,standalone,stellar,"double computeNonLocalExp(double t, int n26)"
source67.cpp,DynamicVacuumTerm,61,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source67.cpp,QuantumCouplingTerm,90,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source67.cpp,SystemType,123,standalone,nuclear,"double computeNonLocalExp(double alpha, double r, double r0)"
source67.cpp,InertiaUQFFModule,133,standalone,unified,"double computeNonLocalExp(double alpha, double r, double r0)"
source68.cpp,DynamicVacuumTerm,61,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source68.cpp,QuantumCouplingTerm,90,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source68.cpp,SystemType,123,standalone,nuclear,double computeE0()
source68.cpp,HydrogenUQFFModule,132,standalone,nuclear,double computeE0()
source69.cpp,DynamicVacuumTerm,58,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source69.cpp,QuantumCouplingTerm,87,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source69.cpp,UQFFCompressionModule,120,standalone,gravity,double computeHtz(double z_val)
source70.cpp,DynamicVacuumTerm,58,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source70.cpp,QuantumCouplingTerm,87,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source70.cpp,M51UQFFModule,120,standalone,galactic,double computeHtz(double z_val)
source71.cpp,DynamicVacuumTerm,58,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source71.cpp,QuantumCouplingTerm,87,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source71.cpp,NGC1316UQFFModule,120,standalone,galactic,double computeHtz(double z_val)
source72.cpp,DynamicVacuumTerm,59,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source72.cpp,QuantumCouplingTerm,88,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source72.cpp,V838MonUQFFModule,121,standalone,unified,"double computeUg1(double t, double r)"
source73.cpp,DynamicVacuumTerm,59,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source73.cpp,QuantumCouplingTerm,88,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source73.cpp,NGC1300UQFFModule,121,standalone,galactic,double computeHtz(double z_val)
source74.cpp,DynamicVacuumTerm,58,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source74.cpp,QuantumCouplingTerm,87,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source74.cpp,UQFFCompressedResonanceModule,120,standalone,gravity,double computeHtz(double z_val)
source76.cpp,DynamicVacuumTerm,59,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source76.cpp,QuantumCouplingTerm,88,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source76.cpp,NGC2264UQFFModule,121,standalone,galactic,double computeHtz(double z_val)
source77.cpp,DynamicVacuumTerm,59,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source77.cpp,QuantumCouplingTerm,88,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source77.cpp,UGC10214UQFFModule,121,standalone,unified,double computeHtz(double z_val)
source78.cpp,DynamicVacuumTerm,59,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source78.cpp,QuantumCouplingTerm,88,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source78.cpp,NGC4676UQFFModule,121,standalone,galactic,double computeHtz(double z_val)
source79.cpp,DynamicVacuumTerm,59,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source79.cpp,QuantumCouplingTerm,88,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source79.cpp,RedSpiderUQFFModule,121,standalone,unified,double computeFreqSuper(double t)
source80.cpp,DynamicVacuumTerm,59,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source80.cpp,QuantumCouplingTerm,88,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source80.cpp,SMBHBinaryUQFFModule,121,standalone,gravity,double computeFreqSuper(double t)
source81.cpp,DynamicVacuumTerm,59,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source81.cpp,QuantumCouplingTerm,88,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source81.cpp,NGC346UQFFModule,121,standalone,galactic,double computeHtz(double z_val)
source82.cpp,DynamicVacuumTerm,60,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source82.cpp,QuantumCouplingTerm,89,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source82.cpp,SMBHUQFFModule,122,standalone,gravity,double computeCosmicTime(double z_val)
source83.cpp,DynamicVacuumTerm,58,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source83.cpp,QuantumCouplingTerm,87,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source83.cpp,LENRUQFFModule,120,standalone,unified,double computePlasmaFreq(double rho_e_val)
source84.cpp,DynamicVacuumTerm,59,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source84.cpp,QuantumCouplingTerm,88,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source84.cpp,LENRCalibUQFFModule,121,standalone,unified,double computeMuJ(double t)
source85.cpp,DynamicVacuumTerm,59,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source85.cpp,QuantumCouplingTerm,88,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source85.cpp,NGC346UQFFModule,121,standalone,galactic,double computeHtz(double z_val)
source86.cpp,DynamicVacuumTerm,63,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source86.cpp,QuantumCouplingTerm,92,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source86.cpp,SystemType,125,standalone,gravity,"double computeH(double t, double z)"
source86.cpp,MUGEModule,136,standalone,gravity,"double computeH(double t, double z)"
source87.cpp,DynamicVacuumTerm,60,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source87.cpp,QuantumCouplingTerm,89,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source87.cpp,SystemType,122,standalone,magnetic,double computeHz(double z)
source87.cpp,MUGEResonanceModule,138,standalone,resonance,double computeHz(double z)
source88.cpp,DynamicVacuumTerm,61,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source88.cpp,QuantumCouplingTerm,90,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source88.cpp,AndromedaUQFFModule,123,standalone,galactic,double computeHz()
source89.cpp,DynamicVacuumTerm,61,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source89.cpp,QuantumCouplingTerm,90,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source89.cpp,AetherCouplingModule,123,standalone,vacuum,double computeT_s()
source90.cpp,DynamicVacuumTerm,61,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source90.cpp,QuantumCouplingTerm,90,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source90.cpp,BackgroundAetherModule,123,standalone,vacuum,double computeT_s()
source91.cpp,DynamicVacuumTerm,62,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source91.cpp,QuantumCouplingTerm,91,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source91.cpp,DPMModule,124,standalone,vacuum,double computeSCmEnergy()
source92.cpp,DynamicVacuumTerm,59,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source92.cpp,QuantumCouplingTerm,88,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source92.cpp,BuoyancyCouplingModule,121,standalone,vacuum,double computeBeta(int i)
source93.cpp,DynamicVacuumTerm,58,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source93.cpp,QuantumCouplingTerm,87,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source93.cpp,SolarWindBuoyancyModule,120,standalone,vacuum,double computeU_b1()
source94.cpp,DynamicVacuumTerm,59,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source94.cpp,QuantumCouplingTerm,88,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source94.cpp,UgCouplingModule,121,standalone,vacuum,double computeK_i(int i)
source95.cpp,DynamicVacuumTerm,60,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source95.cpp,QuantumCouplingTerm,86,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source95.cpp,MagneticStringModule,116,standalone,magnetic,double computeRj(int j)
source96.cpp,DynamicVacuumTerm,58,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source96.cpp,QuantumCouplingTerm,87,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source96.cpp,GalacticDistanceModule,120,standalone,gravity,double computeDgInLy()
source97.cpp,DynamicVacuumTerm,59,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source97.cpp,QuantumCouplingTerm,88,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source97.cpp,FeedbackFactorModule,121,standalone,vacuum,double computeDeltaM_BH()
source98.cpp,DynamicVacuumTerm,59,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source98.cpp,QuantumCouplingTerm,88,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source98.cpp,UnifiedFieldModule,121,standalone,magnetic,double computeUgSum()
source100.cpp,DynamicVacuumTerm,58,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source100.cpp,QuantumCouplingTerm,87,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source100.cpp,HeavisideFractionModule,120,standalone,magnetic,double computeHeavisideFactor()
source101.cpp,DynamicVacuumTerm,58,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source101.cpp,QuantumCouplingTerm,87,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source101.cpp,HeliosphereThicknessModule,120,standalone,vacuum,double computeH_SCm()
source102.cpp,DynamicVacuumTerm,60,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source102.cpp,QuantumCouplingTerm,89,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source102.cpp,UgIndexModule,122,standalone,magnetic,double computeU_gi(int i)
source103.cpp,DynamicVacuumTerm,59,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source103.cpp,QuantumCouplingTerm,88,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double>& params)"
source103.cpp,InertiaCouplingModule,121,standalone,vacuum,double computeLambda_i(int i)
source104.cpp,DynamicVacuumTerm,58,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source104.cpp,QuantumCouplingTerm,87,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
